,predictor,rank_value
761,variety_Mandilaria,0.0
762,variety_Mansois,0.0
763,variety_Mantonico,0.0
764,variety_Manzoni,0.0
765,variety_Marawi,0.0
766,variety_Maria Gomes,0.0
767,variety_Maria Gomes-Bical,0.0
768,variety_Marquette,0.0
769,variety_Marsanne,0.00022629045944427847
770,variety_Marsanne-Roussanne,0.0
771,variety_Marsanne-Viognier,0.0
772,variety_Marselan,0.0
773,variety_Marzemino,7.04788994031599e-05
774,variety_Mataro,7.056580310155732e-05
775,variety_Maturana,0.000132837604711817
776,variety_Mauzac,7.002896654085671e-05
777,variety_Mavrodaphne,0.0
778,variety_Mavrokalavryta,0.0
779,variety_Mavrotragano,0.0
780,variety_Mavroudi,0.0
781,variety_Mavrud,1.0828771481564081e-05
782,variety_Mazuelo,9.798813689131442e-05
783,variety_Melon,0.0024374552869652144
784,variety_Mencía,0.00010178154244626962
785,variety_Meritage,0.001023830959963327
786,variety_Merlot,0.003122594176787318
787,variety_Merlot-Argaman,0.0
788,variety_Merlot-Cabernet,0.0
789,variety_Merlot-Cabernet Franc,0.0
790,variety_Merlot-Cabernet Sauvignon,0.00012436068134965013
791,variety_Merlot-Grenache,0.0
792,variety_Merlot-Malbec,4.6500142416308346e-05
793,variety_Merlot-Petite Verdot,0.0
794,variety_Merlot-Shiraz,0.0
795,variety_Merlot-Syrah,0.0
796,variety_Merlot-Tannat,1.4298705200358987e-05
797,variety_Merseguera-Sauvignon Blanc,0.0
798,variety_Meseguera,0.0
799,variety_Misket,0.0
800,variety_Mission,0.0
801,variety_Molinara,0.0
802,variety_Monastrell,0.00019462652806132914
803,variety_Monastrell-Petit Verdot,0.0
804,variety_Monastrell-Syrah,0.0
805,variety_Mondeuse,2.2334341180725937e-05
806,variety_Monica,0.0
807,variety_Montepulciano,0.0002769616428073167
808,variety_Morava,0.0
809,variety_Morillon,1.4889560787150621e-05
810,variety_Morio Muskat,6.718732349094319e-05
811,variety_Moscadello,0.0
812,variety_Moscatel,0.0002196095195051107
813,variety_Moscatel Graúdo,0.0
814,variety_Moscatel Roxo,0.0
815,variety_Moscatel de Alejandría,8.189258432932843e-05
816,variety_Moscato,0.0007743318516523612
817,variety_Moscato Giallo,0.0
818,variety_Moscato Rosa,0.0
819,variety_Moscato di Noto,1.126861937979337e-05
820,variety_Moschofilero,4.4668682361451875e-05
821,variety_Moschofilero-Chardonnay,0.0
822,variety_Mourvèdre,9.73363734687522e-05
823,variety_Mourvèdre-Syrah,0.0
824,variety_Mtsvane,0.0
825,variety_Muscadel,7.554956847602864e-05
826,variety_Muscadelle,0.0
827,variety_Muscadine,0.0
828,variety_Muscat,0.0007123245113564892
829,variety_Muscat Blanc,0.0
830,variety_Muscat Blanc à Petits Grains,0.0
831,variety_Muscat Canelli,0.0
832,variety_Muscat Hamburg,0.0
833,variety_Muscat d'Alexandrie,0.0
834,variety_Muscat of Alexandria,0.0
835,variety_Muscatel,0.0
836,variety_Muskat,0.0
837,variety_Muskat Ottonel,4.8594346902965456e-05
838,variety_Muskateller,0.0
839,variety_Müller-Thurgau,0.00012595036251277945
840,variety_Narince,0.0
841,variety_Nascetta,0.0
842,variety_Nasco,6.706159773882271e-05
843,variety_Nebbiolo,0.0007702159587710092
844,variety_Negrette,4.570708057019403e-05
845,variety_Negroamaro,6.907912681500379e-05
846,variety_Nerello Cappuccio,0.0
847,variety_Nerello Mascalese,0.00022500141112758405
848,variety_Nero d'Avola,8.133370450568674e-05
849,variety_Nero di Troia,0.0
850,variety_Neuburger,0.0
851,variety_Nielluciu,0.0
852,variety_Norton,0.0
853,variety_Nosiola,9.668545965682228e-05
854,variety_Nuragus,0.0
855,variety_Okuzgozu,0.0
856,variety_Ondenc,6.677598519252328e-05
857,variety_Orange Muscat,3.519185681106535e-05
858,variety_Orangetraube,0.0
859,variety_Other,0.0
860,variety_Pallagrello,0.0
861,variety_Pallagrello Bianco,0.0
862,variety_Pallagrello Nero,6.324663891436932e-05
863,variety_Palomino,7.827226118100855e-05
864,variety_Pansa Blanca,0.0
865,variety_Papaskarasi,0.0
866,variety_Paralleda,0.0
867,variety_Parraleta,0.0
868,variety_Passerina,0.0
869,variety_País,0.0
870,variety_Pecorino,8.575198077974816e-05
871,variety_Pedro Ximénez,7.019364371085296e-05
872,variety_Perricone,0.0
873,variety_Petit Courbu,0.0
874,variety_Petit Manseng,0.0002950772672698036
875,variety_Petit Verdot,0.00040378696430265465
876,variety_Petite Sirah,0.0001625061000124361
877,variety_Petite Verdot,0.00021732244752743998
878,variety_Picapoll,0.0
879,variety_Picolit,0.00011786720241531971
880,variety_Picpoul,0.0
881,variety_Piedirosso,0.0
882,variety_Pigato,0.0
883,variety_Pignoletto,0.0
884,variety_Pignolo,0.0
885,variety_Pinot Auxerrois,3.988275210843917e-05
886,variety_Pinot Bianco,0.00029852100704802714
887,variety_Pinot Blanc,0.00041764801832091007
888,variety_Pinot Blanc-Chardonnay,3.20941691196643e-05
889,variety_Pinot Blanc-Pinot Noir,0.0
890,variety_Pinot Blanc-Viognier,0.0
891,variety_Pinot Grigio,0.00014063850950163829
892,variety_Pinot Grigio-Sauvignon Blanc,0.0
893,variety_Pinot Gris,0.0014827370786576425
894,variety_Pinot Gris-Gewürztraminer,0.0
895,variety_Pinot Meunier,3.026016574434611e-05
896,variety_Pinot Nero,0.0004887717856341794
897,variety_Pinot Noir,0.005943683164829635
898,variety_Pinot Noir-Gamay,0.0001236716824363242
899,variety_Pinot Noir-Syrah,0.0
900,variety_Pinot-Chardonnay,0.0
901,variety_Pinotage,4.821926993377237e-05
902,variety_Pinotage-Merlot,0.0
903,variety_Piquepoul Blanc,0.0
904,variety_Plavac Mali,0.0
905,variety_Plyto,0.0
906,variety_Port,0.001221928258961921
907,variety_Portuguese Red,0.004220252689317194
908,variety_Portuguese Rosé,4.236320198150584e-05
909,variety_Portuguese Sparkling,0.00015908348446552585
910,variety_Portuguese White,0.000512972331576489
911,variety_Portuguiser,0.0
912,variety_Posip,0.0
913,variety_Poulsard,0.0
914,variety_Premsal,0.0
915,variety_Prieto Picudo,9.590328291490448e-05
916,variety_Primitivo,0.00042585511022897975
917,variety_Prié Blanc,0.0
918,variety_Prosecco,0.0
919,variety_Provence red blend,0.0002216329901465252
920,variety_Provence white blend,0.00020380772681068577
921,variety_Prugnolo Gentile,0.0002475511251253847
922,variety_Prunelard,0.0
923,variety_Pugnitello,9.54853741563155e-05
924,variety_Rabigato,0.0
925,variety_Raboso,2.1158849539635142e-05
926,variety_Ramisco,0.0
927,variety_Rara Neagra,0.0
928,variety_Rebo,0.0
929,variety_Rebula,0.0
930,variety_Red Blend,0.003713504230251329
931,variety_Refosco,5.879975488739981e-05
932,variety_Rhône-style Red Blend,0.0009273645545033359
933,variety_Rhône-style White Blend,0.0005590378754373747
934,variety_Ribolla Gialla,9.632511061891107e-05
935,variety_Rieslaner,0.0
936,variety_Riesling,0.013526802301395207
937,variety_Riesling-Chardonnay,7.023162728428968e-05
938,variety_Rivaner,0.0
939,variety_Rkatsiteli,0.0
940,variety_Robola,0.0
941,variety_Roditis,0.0
942,variety_Roditis-Moschofilero,0.0
943,variety_Rolle,5.700103885214841e-05
944,variety_Romorantin,0.0
945,variety_Rosado,0.0
946,variety_Rosato,0.0001774538472287884
947,variety_Rosenmuskateller,0.0
948,variety_Rosé,0.001114935434574343
949,variety_Roter Traminer,0.00011389860314135632
950,variety_Roter Veltliner,0.00010422692551005435
951,variety_Rotgipfler,3.2952525104739895e-05
952,variety_Roussanne,0.00012622265667358394
953,variety_Roussanne-Grenache Blanc,0.0
954,variety_Roussanne-Marsanne,0.0
955,variety_Roussanne-Viognier,0.0
956,variety_Roviello,0.0
957,variety_Ruché,4.435493583621242e-05
958,variety_Rufete,0.0
959,variety_Ryzlink Rýnský,0.0
960,variety_Sacy,0.0
961,variety_Sagrantino,0.00027989047923760916
962,variety_Sangiovese,0.001490666569748016
963,variety_Sangiovese Cabernet,5.114447935374516e-05
964,variety_Sangiovese Grosso,0.0002615019978538061
965,variety_Sangiovese-Cabernet Sauvignon,0.0
966,variety_Sangiovese-Syrah,0.0
967,variety_Saperavi,0.00016674470995213056
968,variety_Saperavi-Merlot,1.4889560787150621e-05
969,variety_Sauvignon,0.00028702919608787386
970,variety_Sauvignon Blanc,0.0018737947252980376
971,variety_Sauvignon Blanc-Assyrtiko,0.0
972,variety_Sauvignon Blanc-Chardonnay,0.0
973,variety_Sauvignon Blanc-Chenin Blanc,0.0
974,variety_Sauvignon Blanc-Semillon,0.00014569683394777532
975,variety_Sauvignon Blanc-Verdejo,0.0
976,variety_Sauvignon Gris,0.0
977,variety_Sauvignon Musqué,0.0
978,variety_Sauvignon-Sémillon,0.0
979,variety_Sauvignonasse,0.0
980,variety_Savagnin,2.8024966277661934e-05
981,variety_Savatiano,0.0
982,variety_Scheurebe,0.0
983,variety_Schiava,0.0
984,variety_Schwartzriesling,0.0
985,variety_Sciaccerellu,0.0
986,variety_Semillon-Chardonnay,0.0
987,variety_Semillon-Sauvignon Blanc,0.00014860902421365486
988,variety_Sercial,0.0
989,variety_Seyval Blanc,0.0
990,variety_Sherry,8.678486858796364e-05
991,variety_Shiraz,0.0009949862033294195
992,variety_Shiraz-Cabernet,0.00014045795288952916
993,variety_Shiraz-Cabernet Sauvignon,0.0
994,variety_Shiraz-Grenache,0.00015716241895503348
995,variety_Shiraz-Malbec,0.0
996,variety_Shiraz-Mourvèdre,0.0
997,variety_Shiraz-Roussanne,0.0
998,variety_Shiraz-Tempranillo,0.0
999,variety_Shiraz-Viognier,9.846265812839791e-05
1000,variety_Sideritis,0.0
1001,variety_Siegerrebe,0.0
1002,variety_Silvaner,0.0
1003,variety_Silvaner-Traminer,0.0
1004,variety_Siria,0.0
1005,variety_Sirica,0.0001201690405767138
1006,variety_Sousão,0.0
1007,variety_Souzao,0.0
1008,variety_Sparkling Blend,0.00174027196003286
1009,variety_Spätburgunder,0.00010695468847079632
1010,variety_St. Laurent,0.00044735830375632534
1011,variety_St. Vincent,0.0
1012,variety_Susumaniello,0.0
1013,variety_Sylvaner,0.000291099449703663
1014,variety_Symphony,0.0
1015,variety_Syrah,0.0022194355190882464
1016,variety_Syrah-Bonarda,0.0
1017,variety_Syrah-Cabernet,0.0
1018,variety_Syrah-Cabernet Franc,0.0
1019,variety_Syrah-Cabernet Sauvignon,4.271107584142497e-05
1020,variety_Syrah-Carignan,0.0
1021,variety_Syrah-Grenache,0.0003030242357665658
1022,variety_Syrah-Grenache-Viognier,0.0
1023,variety_Syrah-Malbec,0.0
1024,variety_Syrah-Merlot,0.0
1025,variety_Syrah-Mourvèdre,0.0
1026,variety_Syrah-Petit Verdot,3.74711671928718e-05
1027,variety_Syrah-Petite Sirah,0.0
1028,variety_Syrah-Tempranillo,0.0
1029,variety_Syrah-Viognier,0.0
1030,variety_Sämling,8.951283305265502e-05
1031,variety_Sémillon,0.00033808155121300266
1032,variety_Tamianka,0.0
1033,variety_Tamjanika,0.0
1034,variety_Tannat,0.0008406963918507862
1035,variety_Tannat-Cabernet,0.000564826677940343
1036,variety_Tannat-Cabernet Franc,0.0006975998321744349
1037,variety_Tannat-Merlot,3.9709097164570886e-05
1038,variety_Tannat-Syrah,0.0
1039,variety_Tempranillo,0.0005775465871394834
1040,variety_Tempranillo Blanco,0.0
1041,variety_Tempranillo Blend,0.0005258711293981855
1042,variety_Tempranillo-Cabernet Sauvignon,0.00020704950393229534
1043,variety_Tempranillo-Garnacha,0.0
1044,variety_Tempranillo-Merlot,0.0
1045,variety_Tempranillo-Shiraz,0.0
1046,variety_Tempranillo-Syrah,0.0
1047,variety_Tempranillo-Tannat,0.0
1048,variety_Teran,0.0
1049,variety_Teroldego,0.0001961498367124332
1050,variety_Teroldego Rotaliano,0.0
1051,variety_Terrantez,0.0
1052,variety_Thrapsathiri,0.0
1053,variety_Timorasso,0.00010653696807315399
1054,variety_Tinta Amarela,0.0
1055,variety_Tinta Barroca,0.0
1056,variety_Tinta Cao,0.000139929206675032
1057,variety_Tinta Fina,0.0
1058,variety_Tinta Francisca,0.0
1059,variety_Tinta Madeira,0.0
1060,variety_Tinta Miúda,4.4668682361451875e-05
1061,variety_Tinta Negra Mole,0.0
1062,variety_Tinta Roriz,3.516320291728027e-05
1063,variety_Tinta de Toro,0.00011512882231627917
1064,variety_Tinta del Pais,0.0
1065,variety_Tinta del Toro,0.0
1066,variety_Tintilia ,0.0
1067,variety_Tinto Fino,0.0002239909988987202
1068,variety_Tinto Velasco,0.0
1069,variety_Tinto del Pais,5.146725525290237e-05
1070,variety_Tocai,0.0
1071,variety_Tocai Friulano,0.0
1072,variety_Tokaji,0.0
1073,variety_Tokay,0.0
1074,variety_Tokay Pinot Gris,3.1299290241622836e-05
1075,variety_Torbato,0.0001396122742492923
1076,variety_Torontel,0.0
1077,variety_Torrontés,0.0
1078,variety_Touriga,0.0
1079,variety_Touriga Franca,0.0
1080,variety_Touriga Nacional,0.0006832594153257536
1081,variety_Touriga Nacional Blend,0.0001467207492887969
1082,variety_Touriga Nacional-Cabernet Sauvignon,0.0001552553440833925
1083,variety_Trajadura,0.0
1084,variety_Traminer,0.0003246931852977571
1085,variety_Traminette,0.0
1086,variety_Trebbiano,6.290306266265462e-05
1087,variety_Trebbiano Spoletino,0.0
1088,variety_Trebbiano di Lugana,0.0
1089,variety_Treixadura,0.0
1090,variety_Trepat,0.0
1091,variety_Trincadeira,0.0
1092,variety_Trollinger,0.0
1093,variety_Trousseau,0.0
1094,variety_Trousseau Gris,0.0
1095,variety_Turbiana,0.0005638025193721471
1096,variety_Tămâioasă Românească,0.0
1097,variety_Ugni Blanc,0.0
1098,variety_Ugni Blanc-Colombard,0.0
1099,variety_Uva di Troia,0.0
1100,variety_Uvalino,0.0
1101,variety_Valdiguié,0.0
1102,variety_Valvin Muscat,0.0
1103,variety_Veltliner,0.0
1104,variety_Verdeca,6.396973358766827e-05
1105,variety_Verdejo,0.0
1106,variety_Verdejo-Sauvignon Blanc,0.0
1107,variety_Verdejo-Viura,0.0
1108,variety_Verdelho,3.176439634592136e-05
1109,variety_Verdicchio,0.0002390620606557313
1110,variety_Verdil,0.0
1111,variety_Verdosilla,0.0
1112,variety_Verduzzo,7.548458292681343e-05
1113,variety_Verduzzo Friulano ,5.860272947292932e-05
1114,variety_Vermentino,0.00028490739242094024
1115,variety_Vermentino Nero,0.0
1116,variety_Vernaccia,1.885819539420651e-05
1117,variety_Vespaiolo,0.0
1118,variety_Vespolina,0.0
1119,variety_Vidadillo,0.0
1120,variety_Vidal,0.0
1121,variety_Vidal Blanc,8.464765058265634e-05
1122,variety_Vignoles,0.0
1123,variety_Vilana,0.0
1124,variety_Vinhão,0.00012076162657998114
1125,variety_Viognier,0.0004954023171190332
1126,variety_Viognier-Chardonnay,0.0
1127,variety_Viognier-Gewürztraminer,0.0
1128,variety_Viognier-Grenache Blanc,0.0
1129,variety_Viognier-Marsanne,0.0
1130,variety_Viognier-Roussanne,0.0
1131,variety_Viognier-Valdiguié,0.0
1132,variety_Viosinho,5.7267541489040875e-05
1133,variety_Vitovska,0.0
1134,variety_Viura,6.075422404201782e-05
1135,variety_Viura-Chardonnay,0.0
1136,variety_Viura-Verdejo,0.0
1137,variety_Vranec,0.0
1138,variety_Weissburgunder,6.188669573564756e-05
1139,variety_Welschriesling,2.350983282181673e-05
1140,variety_White Blend,0.0016452915849410937
1141,variety_White Port,0.0
1142,variety_White Riesling,0.0
1143,variety_Xarel-lo,0.0
1144,variety_Xinisteri,0.0
1145,variety_Xinomavro,0.0
1146,variety_Xynisteri,0.0
1147,variety_Yapincak,0.0
1148,variety_Zibibbo,0.00019172555928259852
1149,variety_Zierfandler,0.00017464847434470754
1150,variety_Zierfandler-Rotgipfler,0.0
1151,variety_Zinfandel,0.0005007013032119798
1152,variety_Zlahtina,0.0
1153,variety_Zweigelt,0.0005837411111596918
1154,variety_Çalkarası,0.0
1155,variety_Žilavka,0.0
